trial_id,cluster_pair,cluster_a,cluster_b,anchor_cluster,distractor_cluster,repeat_idx,primary_key,image_A_cluster,image_A_source_index,image_A_role,image_A_center_cells_path,image_A_gen_imgs_path,image_B_cluster,image_B_source_index,image_B_role,image_B_center_cells_path,image_B_gen_imgs_path,image_C_cluster,image_C_source_index,image_C_role,correct_answer,correct_cluster,image_C_center_cells_path,image_C_gen_imgs_path
63,2_22,2,22,2,22,0,center_cells,2,8,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0063_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0063_A_gen_imgs.png,2,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0063_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0063_B_gen_imgs.png,22,7,distractor,C,22,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0063_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0063_C_gen_imgs.png
64,3_4,3,4,3,4,0,center_cells,3,4,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0064_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0064_A_gen_imgs.png,3,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0064_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0064_B_gen_imgs.png,4,3,distractor,C,4,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0064_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0064_C_gen_imgs.png
65,3_5,3,5,5,3,0,center_cells,3,1,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0065_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0065_A_gen_imgs.png,5,2,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0065_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0065_B_gen_imgs.png,5,3,same_1,A,3,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0065_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0065_C_gen_imgs.png
66,3_6,3,6,3,6,0,center_cells,3,8,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0066_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0066_A_gen_imgs.png,3,2,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0066_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0066_B_gen_imgs.png,6,1,distractor,C,6,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0066_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0066_C_gen_imgs.png
67,3_7,3,7,3,7,0,center_cells,3,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0067_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0067_A_gen_imgs.png,7,8,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0067_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0067_B_gen_imgs.png,3,9,same_2,B,7,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0067_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0067_C_gen_imgs.png
68,3_8,3,8,8,3,0,center_cells,8,3,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0068_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0068_A_gen_imgs.png,8,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0068_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0068_B_gen_imgs.png,3,8,distractor,C,3,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0068_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0068_C_gen_imgs.png
69,3_9,3,9,3,9,0,center_cells,3,9,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0069_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0069_A_gen_imgs.png,3,5,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0069_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0069_B_gen_imgs.png,9,0,distractor,C,9,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0069_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0069_C_gen_imgs.png
70,3_10,3,10,10,3,0,center_cells,10,9,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0070_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0070_A_gen_imgs.png,10,2,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0070_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0070_B_gen_imgs.png,3,6,distractor,C,3,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0070_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0070_C_gen_imgs.png
71,3_11,3,11,11,3,0,center_cells,11,1,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0071_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0071_A_gen_imgs.png,11,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0071_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0071_B_gen_imgs.png,3,1,distractor,C,3,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0071_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0071_C_gen_imgs.png
72,3_12,3,12,3,12,0,center_cells,12,4,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0072_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0072_A_gen_imgs.png,3,0,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0072_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0072_B_gen_imgs.png,3,2,same_1,A,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0072_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0072_C_gen_imgs.png
73,3_13,3,13,3,13,0,center_cells,3,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0073_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0073_A_gen_imgs.png,13,7,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0073_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0073_B_gen_imgs.png,3,9,same_2,B,13,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0073_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0073_C_gen_imgs.png
74,3_14,3,14,14,3,0,center_cells,14,0,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0074_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0074_A_gen_imgs.png,3,9,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0074_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0074_B_gen_imgs.png,14,8,same_1,B,3,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0074_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0074_C_gen_imgs.png
75,3_15,3,15,15,3,0,center_cells,15,3,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0075_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0075_A_gen_imgs.png,15,4,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0075_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0075_B_gen_imgs.png,3,8,distractor,C,3,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0075_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0075_C_gen_imgs.png
76,3_16,3,16,16,3,0,center_cells,16,6,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0076_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0076_A_gen_imgs.png,16,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0076_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0076_B_gen_imgs.png,3,9,distractor,C,3,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0076_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0076_C_gen_imgs.png
77,3_17,3,17,17,3,0,center_cells,17,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0077_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0077_A_gen_imgs.png,3,2,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0077_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0077_B_gen_imgs.png,17,9,same_2,B,3,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0077_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0077_C_gen_imgs.png
78,3_18,3,18,3,18,0,center_cells,3,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0078_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0078_A_gen_imgs.png,18,4,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0078_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0078_B_gen_imgs.png,3,4,same_2,B,18,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0078_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0078_C_gen_imgs.png
79,3_19,3,19,19,3,0,center_cells,3,2,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0079_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0079_A_gen_imgs.png,19,2,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0079_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0079_B_gen_imgs.png,19,0,same_1,A,3,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0079_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0079_C_gen_imgs.png
80,3_20,3,20,20,3,0,center_cells,20,5,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0080_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0080_A_gen_imgs.png,3,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0080_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0080_B_gen_imgs.png,20,0,same_2,B,3,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0080_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0080_C_gen_imgs.png
81,3_21,3,21,3,21,0,center_cells,3,9,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0081_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0081_A_gen_imgs.png,21,2,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0081_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0081_B_gen_imgs.png,3,1,same_2,B,21,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0081_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0081_C_gen_imgs.png
82,3_22,3,22,3,22,0,center_cells,3,6,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0082_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0082_A_gen_imgs.png,22,7,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0082_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0082_B_gen_imgs.png,3,7,same_1,B,22,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0082_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0082_C_gen_imgs.png
83,4_5,4,5,4,5,0,center_cells,4,0,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0083_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0083_A_gen_imgs.png,4,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0083_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0083_B_gen_imgs.png,5,0,distractor,C,5,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0083_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0083_C_gen_imgs.png
84,4_6,4,6,6,4,0,center_cells,4,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0084_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0084_A_gen_imgs.png,6,8,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0084_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0084_B_gen_imgs.png,6,1,same_1,A,4,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0084_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0084_C_gen_imgs.png
85,4_7,4,7,7,4,0,center_cells,7,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0085_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0085_A_gen_imgs.png,7,1,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0085_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0085_B_gen_imgs.png,4,0,distractor,C,4,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0085_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0085_C_gen_imgs.png
86,4_8,4,8,8,4,0,center_cells,4,9,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0086_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0086_A_gen_imgs.png,8,5,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0086_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0086_B_gen_imgs.png,8,1,same_2,A,4,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0086_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0086_C_gen_imgs.png
87,4_9,4,9,9,4,0,center_cells,9,4,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0087_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0087_A_gen_imgs.png,9,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0087_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0087_B_gen_imgs.png,4,1,distractor,C,4,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0087_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0087_C_gen_imgs.png
88,4_10,4,10,4,10,0,center_cells,10,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0088_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0088_A_gen_imgs.png,4,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0088_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0088_B_gen_imgs.png,4,6,same_1,A,10,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0088_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0088_C_gen_imgs.png
89,4_11,4,11,4,11,0,center_cells,4,1,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0089_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0089_A_gen_imgs.png,11,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0089_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0089_B_gen_imgs.png,4,0,same_2,B,11,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0089_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0089_C_gen_imgs.png
90,4_12,4,12,12,4,0,center_cells,4,3,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0090_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0090_A_gen_imgs.png,12,3,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0090_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0090_B_gen_imgs.png,12,8,same_1,A,4,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0090_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0090_C_gen_imgs.png
91,4_13,4,13,13,4,0,center_cells,13,1,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0091_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0091_A_gen_imgs.png,13,2,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0091_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0091_B_gen_imgs.png,4,6,distractor,C,4,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0091_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0091_C_gen_imgs.png
92,4_14,4,14,14,4,0,center_cells,4,1,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0092_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0092_A_gen_imgs.png,14,6,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0092_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0092_B_gen_imgs.png,14,1,same_1,A,4,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0092_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0092_C_gen_imgs.png
93,4_15,4,15,15,4,0,center_cells,15,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0093_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0093_A_gen_imgs.png,15,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0093_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0093_B_gen_imgs.png,4,6,distractor,C,4,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0093_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0093_C_gen_imgs.png
94,4_16,4,16,4,16,0,center_cells,16,1,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0094_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0094_A_gen_imgs.png,4,5,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0094_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0094_B_gen_imgs.png,4,4,same_2,A,16,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0094_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0094_C_gen_imgs.png
95,4_17,4,17,4,17,0,center_cells,4,5,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0095_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0095_A_gen_imgs.png,17,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0095_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0095_B_gen_imgs.png,4,0,same_1,B,17,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0095_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0095_C_gen_imgs.png
96,4_18,4,18,18,4,0,center_cells,18,5,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0096_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0096_A_gen_imgs.png,18,3,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0096_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0096_B_gen_imgs.png,4,1,distractor,C,4,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0096_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0096_C_gen_imgs.png
97,4_19,4,19,4,19,0,center_cells,4,3,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0097_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0097_A_gen_imgs.png,19,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0097_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0097_B_gen_imgs.png,4,1,same_2,B,19,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0097_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0097_C_gen_imgs.png
98,4_20,4,20,20,4,0,center_cells,4,2,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0098_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0098_A_gen_imgs.png,20,3,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0098_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0098_B_gen_imgs.png,20,9,same_1,A,4,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0098_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0098_C_gen_imgs.png
99,4_21,4,21,4,21,0,center_cells,4,4,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0099_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0099_A_gen_imgs.png,21,2,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0099_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0099_B_gen_imgs.png,4,5,same_1,B,21,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0099_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0099_C_gen_imgs.png
100,4_22,4,22,4,22,0,center_cells,4,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0100_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0100_A_gen_imgs.png,4,4,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0100_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0100_B_gen_imgs.png,22,4,distractor,C,22,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0100_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0100_C_gen_imgs.png
101,5_6,5,6,5,6,0,center_cells,5,1,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0101_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0101_A_gen_imgs.png,5,9,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0101_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0101_B_gen_imgs.png,6,8,distractor,C,6,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0101_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0101_C_gen_imgs.png
102,5_7,5,7,5,7,0,center_cells,7,3,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0102_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0102_A_gen_imgs.png,5,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0102_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0102_B_gen_imgs.png,5,9,same_2,A,7,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0102_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0102_C_gen_imgs.png
