trial_id,cluster_pair,cluster_a,cluster_b,anchor_cluster,distractor_cluster,repeat_idx,primary_key,image_A_cluster,image_A_source_index,image_A_role,image_A_center_cells_path,image_A_gen_imgs_path,image_B_cluster,image_B_source_index,image_B_role,image_B_center_cells_path,image_B_gen_imgs_path,image_C_cluster,image_C_source_index,image_C_role,correct_answer,correct_cluster,image_C_center_cells_path,image_C_gen_imgs_path
143,7_17,7,17,7,17,0,center_cells,17,9,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0143_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0143_A_gen_imgs.png,7,1,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0143_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0143_B_gen_imgs.png,7,5,same_1,A,17,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0143_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0143_C_gen_imgs.png
144,7_18,7,18,7,18,0,center_cells,7,5,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0144_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0144_A_gen_imgs.png,18,4,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0144_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0144_B_gen_imgs.png,7,7,same_1,B,18,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0144_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0144_C_gen_imgs.png
145,7_19,7,19,7,19,0,center_cells,19,8,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0145_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0145_A_gen_imgs.png,7,1,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0145_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0145_B_gen_imgs.png,7,3,same_2,A,19,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0145_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0145_C_gen_imgs.png
146,7_20,7,20,20,7,0,center_cells,20,4,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0146_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0146_A_gen_imgs.png,20,9,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0146_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0146_B_gen_imgs.png,7,4,distractor,C,7,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0146_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0146_C_gen_imgs.png
147,7_21,7,21,7,21,0,center_cells,21,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0147_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0147_A_gen_imgs.png,7,5,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0147_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0147_B_gen_imgs.png,7,3,same_2,A,21,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0147_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0147_C_gen_imgs.png
148,7_22,7,22,7,22,0,center_cells,7,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0148_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0148_A_gen_imgs.png,22,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0148_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0148_B_gen_imgs.png,7,9,same_2,B,22,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0148_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0148_C_gen_imgs.png
149,8_9,8,9,8,9,0,center_cells,8,9,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0149_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0149_A_gen_imgs.png,9,1,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0149_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0149_B_gen_imgs.png,8,1,same_1,B,9,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0149_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0149_C_gen_imgs.png
150,8_10,8,10,10,8,0,center_cells,8,3,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0150_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0150_A_gen_imgs.png,10,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0150_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0150_B_gen_imgs.png,10,6,same_2,A,8,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0150_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0150_C_gen_imgs.png
151,8_11,8,11,11,8,0,center_cells,11,6,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0151_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0151_A_gen_imgs.png,8,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0151_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0151_B_gen_imgs.png,11,8,same_1,B,8,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0151_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0151_C_gen_imgs.png
152,8_12,8,12,8,12,0,center_cells,8,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0152_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0152_A_gen_imgs.png,12,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0152_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0152_B_gen_imgs.png,8,4,same_2,B,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0152_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0152_C_gen_imgs.png
153,8_13,8,13,8,13,0,center_cells,8,4,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0153_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0153_A_gen_imgs.png,8,8,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0153_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0153_B_gen_imgs.png,13,3,distractor,C,13,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0153_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0153_C_gen_imgs.png
154,8_14,8,14,14,8,0,center_cells,14,8,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0154_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0154_A_gen_imgs.png,14,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0154_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0154_B_gen_imgs.png,8,8,distractor,C,8,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0154_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0154_C_gen_imgs.png
155,8_15,8,15,8,15,0,center_cells,8,1,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0155_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0155_A_gen_imgs.png,8,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0155_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0155_B_gen_imgs.png,15,9,distractor,C,15,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0155_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0155_C_gen_imgs.png
156,8_16,8,16,8,16,0,center_cells,16,3,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0156_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0156_A_gen_imgs.png,8,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0156_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0156_B_gen_imgs.png,8,3,same_2,A,16,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0156_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0156_C_gen_imgs.png
157,8_17,8,17,17,8,0,center_cells,8,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0157_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0157_A_gen_imgs.png,17,6,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0157_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0157_B_gen_imgs.png,17,8,same_1,A,8,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0157_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0157_C_gen_imgs.png
158,8_18,8,18,18,8,0,center_cells,18,1,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0158_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0158_A_gen_imgs.png,18,5,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0158_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0158_B_gen_imgs.png,8,3,distractor,C,8,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0158_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0158_C_gen_imgs.png
159,8_19,8,19,8,19,0,center_cells,8,3,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0159_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0159_A_gen_imgs.png,19,8,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0159_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0159_B_gen_imgs.png,8,1,same_2,B,19,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0159_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0159_C_gen_imgs.png
160,8_20,8,20,8,20,0,center_cells,8,4,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0160_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0160_A_gen_imgs.png,20,9,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0160_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0160_B_gen_imgs.png,8,7,same_1,B,20,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0160_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0160_C_gen_imgs.png
161,8_21,8,21,21,8,0,center_cells,8,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0161_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0161_A_gen_imgs.png,21,8,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0161_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0161_B_gen_imgs.png,21,9,same_2,A,8,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0161_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0161_C_gen_imgs.png
162,8_22,8,22,22,8,0,center_cells,22,2,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0162_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0162_A_gen_imgs.png,22,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0162_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0162_B_gen_imgs.png,8,2,distractor,C,8,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0162_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0162_C_gen_imgs.png
163,9_10,9,10,9,10,0,center_cells,9,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0163_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0163_A_gen_imgs.png,9,3,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0163_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0163_B_gen_imgs.png,10,9,distractor,C,10,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0163_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0163_C_gen_imgs.png
164,9_11,9,11,9,11,0,center_cells,11,6,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0164_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0164_A_gen_imgs.png,9,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0164_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0164_B_gen_imgs.png,9,3,same_2,A,11,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0164_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0164_C_gen_imgs.png
165,9_12,9,12,12,9,0,center_cells,12,1,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0165_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0165_A_gen_imgs.png,12,0,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0165_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0165_B_gen_imgs.png,9,8,distractor,C,9,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0165_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0165_C_gen_imgs.png
166,9_13,9,13,9,13,0,center_cells,9,0,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0166_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0166_A_gen_imgs.png,9,4,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0166_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0166_B_gen_imgs.png,13,3,distractor,C,13,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0166_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0166_C_gen_imgs.png
167,9_14,9,14,14,9,0,center_cells,9,8,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0167_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0167_A_gen_imgs.png,14,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0167_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0167_B_gen_imgs.png,14,9,same_2,A,9,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0167_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0167_C_gen_imgs.png
168,9_15,9,15,9,15,0,center_cells,9,9,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0168_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0168_A_gen_imgs.png,15,3,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0168_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0168_B_gen_imgs.png,9,6,same_2,B,15,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0168_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0168_C_gen_imgs.png
169,9_16,9,16,9,16,0,center_cells,16,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0169_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0169_A_gen_imgs.png,9,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0169_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0169_B_gen_imgs.png,9,3,same_2,A,16,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0169_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0169_C_gen_imgs.png
170,9_17,9,17,9,17,0,center_cells,17,4,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0170_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0170_A_gen_imgs.png,9,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0170_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0170_B_gen_imgs.png,9,3,same_2,A,17,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0170_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0170_C_gen_imgs.png
171,9_18,9,18,9,18,0,center_cells,9,8,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0171_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0171_A_gen_imgs.png,9,5,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0171_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0171_B_gen_imgs.png,18,0,distractor,C,18,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0171_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0171_C_gen_imgs.png
172,9_19,9,19,9,19,0,center_cells,9,0,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0172_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0172_A_gen_imgs.png,19,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0172_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0172_B_gen_imgs.png,9,7,same_1,B,19,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0172_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0172_C_gen_imgs.png
173,9_20,9,20,9,20,0,center_cells,9,5,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0173_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0173_A_gen_imgs.png,20,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0173_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0173_B_gen_imgs.png,9,1,same_2,B,20,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0173_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0173_C_gen_imgs.png
174,9_21,9,21,9,21,0,center_cells,21,6,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0174_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0174_A_gen_imgs.png,9,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0174_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0174_B_gen_imgs.png,9,3,same_1,A,21,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0174_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0174_C_gen_imgs.png
175,9_22,9,22,9,22,0,center_cells,22,6,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0175_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0175_A_gen_imgs.png,9,6,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0175_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0175_B_gen_imgs.png,9,5,same_1,A,22,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0175_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0175_C_gen_imgs.png
176,10_11,10,11,11,10,0,center_cells,11,9,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0176_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0176_A_gen_imgs.png,10,7,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0176_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0176_B_gen_imgs.png,11,8,same_1,B,10,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0176_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0176_C_gen_imgs.png
177,10_12,10,12,10,12,0,center_cells,10,2,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0177_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0177_A_gen_imgs.png,10,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0177_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0177_B_gen_imgs.png,12,0,distractor,C,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0177_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0177_C_gen_imgs.png
178,10_13,10,13,13,10,0,center_cells,10,1,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0178_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0178_A_gen_imgs.png,13,8,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0178_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0178_B_gen_imgs.png,13,2,same_2,A,10,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0178_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0178_C_gen_imgs.png
179,10_14,10,14,14,10,0,center_cells,14,3,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0179_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0179_A_gen_imgs.png,10,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0179_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0179_B_gen_imgs.png,14,2,same_1,B,10,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0179_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0179_C_gen_imgs.png
180,10_15,10,15,15,10,0,center_cells,15,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0180_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0180_A_gen_imgs.png,15,1,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0180_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0180_B_gen_imgs.png,10,9,distractor,C,10,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0180_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0180_C_gen_imgs.png
181,10_16,10,16,16,10,0,center_cells,16,9,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0181_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0181_A_gen_imgs.png,10,4,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0181_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0181_B_gen_imgs.png,16,0,same_2,B,10,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0181_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0181_C_gen_imgs.png
182,10_17,10,17,10,17,0,center_cells,10,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0182_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0182_A_gen_imgs.png,17,1,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0182_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0182_B_gen_imgs.png,10,7,same_2,B,17,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0182_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0182_C_gen_imgs.png
